flight_id,distance_km,duration_min,delay_min,delayed
837,2492.3,223.9,232.7,1
838,3071.1,255.6,277.9,1
839,3200.0,272.9,243.7,1
840,2489.1,212.9,-2.3,0
841,3200.0,264.6,-0.7,0
842,2611.7,235.5,9.4,0
843,3178.7,263.5,2.5,0
844,2569.2,200.2,-0.8,0
845,2643.2,231.4,181.0,1
846,2720.6,217.8,188.1,1
847,3200.0,271.9,278.2,1
848,2880.9,243.5,200.5,1
849,2366.6,201.9,223.1,1
850,2919.8,287.4,200.7,1
851,2480.6,224.2,9.9,0
852,2438.4,223.4,182.0,1
853,2899.8,232.9,0.8,0
854,2610.3,224.9,168.2,1
855,2691.9,243.8,201.0,1
856,2604.6,219.2,168.3,1
857,2711.1,255.0,180.1,1
858,2740.2,227.9,183.8,1
859,1960.8,176.8,149.6,1
860,2820.0,243.0,-5.2,0
861,2275.9,208.9,157.3,1
862,2124.0,185.2,168.7,1
863,2580.7,227.8,233.6,1
864,2627.7,232.2,211.0,1
865,2371.1,204.2,135.3,1
866,2874.2,262.5,164.8,1
867,2157.1,200.2,179.4,1
868,2465.7,220.9,165.4,1
869,2407.0,211.3,139.4,1
870,2584.6,243.1,169.5,1
871,2692.0,237.4,207.7,1
872,2267.4,201.6,159.8,1
873,2839.0,254.3,201.0,1
874,2620.8,258.7,180.1,1
875,1975.7,163.2,135.6,1
876,1953.7,191.0,163.3,1
877,2595.9,206.4,147.4,1
878,2527.1,230.3,160.3,1
879,2565.9,252.5,216.3,1
880,2590.8,239.3,3.2,0
881,2674.4,241.7,191.0,1
882,2912.7,251.0,2.8,0
883,2233.3,203.6,153.4,1
884,2213.2,198.0,203.4,1
885,2239.2,192.6,214.9,1
886,2695.3,237.0,163.5,1
887,3010.8,269.7,202.3,1
888,2457.7,210.8,137.1,1
889,1774.4,154.2,8.3,0
890,2037.7,168.0,157.5,1
891,2325.1,216.1,136.8,1
892,2415.9,225.7,155.8,1
893,2465.2,225.4,5.1,0
894,2612.7,247.8,164.3,1
895,2497.1,226.0,140.2,1
896,2946.3,267.1,264.8,1
897,2376.9,219.2,148.3,1
898,2315.4,208.6,173.0,1
899,2758.0,238.7,5.2,0
900,2093.2,222.6,207.7,1
901,2728.6,237.4,194.8,1
902,2633.8,226.7,180.3,1
903,2551.3,235.3,187.4,1
904,3124.1,279.7,184.9,1
905,2394.7,196.7,150.0,1
906,3200.0,298.1,207.9,1
907,2525.6,225.8,137.6,1
908,2178.6,183.1,146.3,1
909,2623.1,251.7,7.7,0
910,2244.8,212.8,261.9,1
911,2351.9,195.2,7.4,0
912,2731.0,268.8,11.2,0
913,2783.3,257.5,230.3,1
914,2394.7,216.2,149.8,1
915,2925.8,282.2,207.1,1
916,2982.0,266.8,234.0,1
917,3074.0,271.7,183.9,1
918,2774.7,238.3,159.9,1
919,3049.9,278.2,220.8,1
920,1979.3,189.0,10.1,0
921,2495.1,224.8,5.1,0
922,2313.9,198.7,217.7,1
923,2639.3,238.2,162.8,1
924,2411.4,216.8,2.6,0
925,2545.2,210.0,227.6,1
926,3200.0,261.8,218.6,1
927,2544.0,236.5,-6.9,0
928,2736.6,208.0,185.8,1
929,2523.4,229.8,177.4,1
930,2625.0,228.6,188.9,1
931,2602.0,251.7,0.0,0
932,2747.9,238.4,226.5,1
933,2984.6,274.0,185.8,1
934,3143.6,272.2,220.5,1
935,2702.2,243.2,182.0,1
936,2794.6,259.5,181.5,1
937,2220.2,195.6,186.2,1
938,2571.0,244.8,-5.5,0
939,2910.3,244.7,176.6,1
940,2885.8,260.8,202.1,1
941,2669.8,251.8,174.4,1
942,2892.5,266.4,217.1,1
943,2762.0,273.3,177.9,1
944,2996.1,255.0,201.2,1
945,2695.5,221.7,177.2,1
946,2482.6,209.7,141.3,1
947,2710.8,251.5,265.1,1
948,1632.9,160.9,139.1,1
949,2726.4,245.0,268.3,1
950,1396.0,118.8,5.6,0
951,2031.3,197.3,184.3,1
952,2749.1,228.3,-2.8,0
953,2757.6,262.3,2.1,0
954,2216.4,241.7,166.4,1
955,2365.0,219.1,1.1,0
956,3052.3,278.5,184.4,1
957,2440.3,213.2,136.2,1
958,3200.0,257.1,259.1,1
959,2599.4,224.7,215.6,1
960,2734.7,228.9,180.6,1
961,3133.6,256.7,315.9,1
962,2643.2,260.9,295.1,1
963,2269.2,209.9,129.7,1
964,2563.8,235.5,165.7,1
965,2588.2,227.9,184.7,1
966,2149.6,193.8,178.9,1
967,2515.6,239.8,191.2,1
968,2355.1,212.7,175.0,1
969,2905.0,265.6,174.0,1
970,2611.4,231.4,207.0,1
971,2506.7,220.8,204.2,1
972,2565.0,210.6,223.5,1
973,2673.6,211.5,159.8,1
974,2803.5,246.2,190.4,1
975,2270.1,206.9,156.1,1
976,2256.3,187.0,138.6,1
977,2964.5,262.6,198.0,1
978,2463.9,222.8,152.9,1
979,2132.4,164.7,129.6,1
980,2746.5,232.4,223.6,1
981,2752.9,251.4,181.4,1
982,2094.9,197.2,141.1,1
983,2675.7,223.3,241.9,1
984,2842.7,255.3,222.3,1
985,2723.5,257.6,149.2,1
986,2808.6,261.2,212.1,1
987,2136.6,193.9,6.5,0
988,2709.2,235.6,184.0,1
989,2500.1,216.2,172.4,1
990,2440.7,226.7,140.7,1
991,2887.3,259.5,5.0,0
992,3088.2,282.0,204.0,1
993,3192.1,283.6,8.2,0
994,3033.9,280.2,203.0,1
995,2563.8,231.6,165.0,1
996,2716.4,253.7,225.7,1
997,2853.1,266.1,204.9,1
998,2640.0,225.2,181.9,1
999,2643.2,211.4,-0.3,0
1000,2871.8,277.1,197.7,1
1001,2580.4,235.2,6.0,0
1002,2359.3,189.5,206.2,1
1003,2463.2,212.0,198.6,1
1004,2809.2,261.2,160.7,1
1005,2601.0,229.4,207.0,1
1006,2712.3,235.2,211.5,1
1007,2821.1,270.9,171.1,1
1008,2476.3,208.4,143.8,1
1009,2849.6,242.5,228.7,1
1010,2725.0,246.4,228.5,1
1011,2192.5,205.3,148.4,1
1012,3076.0,279.2,191.5,1
1013,2434.8,232.4,183.3,1
1014,2053.8,191.2,146.4,1
1015,2255.1,211.8,132.4,1
1016,2263.1,201.9,143.0,1
1017,2617.2,235.5,198.9,1
1018,2509.6,227.3,156.4,1
1019,2488.8,227.1,15.0,0
1020,2804.5,260.8,215.4,1
1021,2712.2,250.2,5.6,0
1022,2704.3,242.4,196.1,1
1023,2735.2,233.0,172.5,1
1024,2803.3,250.8,221.1,1
1025,1904.4,175.8,-6.7,0
1026,2479.7,226.0,221.7,1
1027,1880.5,205.1,219.3,1
1028,2611.9,226.8,192.6,1
1029,2598.5,239.0,246.3,1
1030,2945.0,276.5,177.3,1
1031,2991.9,266.7,225.3,1
1032,2666.9,271.4,189.8,1
1033,2434.9,214.4,208.8,1
1034,2760.1,250.9,151.7,1
1035,2425.8,207.7,205.5,1
1036,2599.5,228.2,167.9,1
1037,2925.4,263.4,204.3,1
1038,2415.9,230.0,277.5,1
1039,2865.9,259.5,220.4,1
1040,2823.5,269.2,212.7,1
1041,2284.9,206.0,182.5,1
1042,2921.4,254.9,249.4,1
1043,2830.5,290.0,230.2,1
1044,2633.6,241.5,200.4,1
1045,2348.4,202.5,181.4,1
1046,2316.5,200.2,-7.9,0
1047,2422.6,205.5,175.8,1
1048,2779.1,261.0,164.8,1
1049,2284.6,202.2,190.4,1
1050,2744.4,246.8,177.5,1
1051,2190.2,198.7,8.3,0
1052,2532.7,237.9,218.7,1
1053,2636.2,224.3,187.2,1
1054,3200.0,267.3,5.8,0
1055,2145.5,199.1,169.4,1
1056,3085.8,281.4,201.3,1
1057,2649.4,241.9,287.4,1
1058,2735.7,233.0,280.1,1
1059,2639.1,245.9,273.3,1
1060,2746.8,234.8,205.7,1
1061,2549.3,221.7,-1.3,0
1062,3079.8,259.3,-1.4,0
1063,2449.4,239.1,169.7,1
1064,2973.6,272.7,246.6,1
1065,2387.4,224.2,156.9,1
1066,2580.1,249.0,200.2,1
1067,2246.3,243.6,217.9,1
1068,2750.2,221.6,186.4,1
1069,3076.9,262.0,202.6,1
1070,2574.5,222.5,150.1,1
1071,2535.0,216.0,165.1,1
1072,2232.2,188.0,179.2,1
1073,2524.3,222.8,199.7,1
1074,2074.4,173.1,183.2,1
1075,2298.8,213.2,130.9,1
1076,2674.8,240.1,181.1,1
1077,3035.3,275.6,174.9,1
1078,3200.0,289.5,225.7,1
1079,2406.4,225.8,139.0,1
1080,3073.6,266.8,181.6,1
1081,2680.4,269.5,0.5,0
1082,2550.1,232.4,168.6,1
1083,2742.8,218.8,254.0,1
1084,2620.4,220.8,211.7,1
1085,2636.4,211.8,180.8,1
1086,2465.3,222.4,218.8,1
1087,2138.6,193.7,158.4,1
1088,2090.6,184.9,-3.7,0
1089,2815.6,279.0,177.9,1
1090,2508.7,233.4,224.0,1
1091,2403.3,227.2,140.1,1
1092,2602.8,220.4,158.0,1
1093,2862.3,240.7,174.2,1
1094,2659.5,238.6,172.6,1
1095,2383.5,217.9,188.2,1
1096,3004.7,240.4,207.4,1
1097,3121.1,273.4,241.7,1
1098,2763.2,246.8,244.5,1
1099,2921.3,256.5,164.5,1
1100,3009.8,255.4,263.9,1
